street_name,wikidata_id,entity_label,is_human,confidence
Námestie Ľ. Štúra,Q315222,Ľudovít Štúr,True,1.0
Námestie Ľ. Štúra,Q503068,Andrej Sládkovič,True,0.0
Námestie Ľudovíta Fullu,Q345078,Ľudovít Fulla,True,1.0
Námestie Ludvíka Svobodu,Q310000,Ludvík Svoboda,True,1.0
Námestie L. van Beethovena,Q255,Ludwig van Beethoven,True,1.0
Námestie Majstra Pavla,Q593148,Majster Pavol z Levoče,True,1.0
Námestie Martina Benku,Q1903455,Martin Benka,True,0.9
Námestie Mateja Korvína,Q188634,Matej I.,True,0.9
Námestie mieru,Q454,mier,False,1.0
Námestie Milana Rastislava Štefánika,Q319962,Milan Rastislav Štefánik,True,1.0
Námestie Mórica Beňovského,Q93419,Móric Beňovský,True,1.0
Námestie osloboditeľov,Q392368,Štefan Moyzes,True,0.0
Námestie P. O. Hviezdoslava,Q508663,Pavol Országh Hviezdoslav,True,1.0
Námestie slobody,Q2979,sloboda,False,0.9
Námestie Slovenskej republiky,Q214,Slovensko,False,0.9
Námestie Š. M. Daxnera,Q255678,Štefan Marko Daxner,True,1.0
Námestie svätého Egídia,Q149727,Egídius,True,1.0
Námestie sv. Cyrila a Metoda,Q470621,svätý Metod,True,1.0
Námestie sv. Ignáca,Q44281,Ignác z Loyoly,True,1.0
Námestie sv. Michala,Q45581,Michal archanjel,False,1.0
Námestie sv. Urbana,Q951434,Milo Urban,True,1.0
Námestie sv. Vavrinca,Q17590,Vavrinec Rímsky,True,1.0
Námestie Vladimíra Clementisa,Q975331,Vladimír Clementis,True,0.9
Na vŕšku,Q2535015,Vrch,False,0.0
Nechtíková,Q145930,nechtík lekársky,False,1.0
Nejedlého,Q169038,Zdeněk Nejedlý,True,0.9
Němcovej,Q157970,Božena Němcová,True,0.9
Nešporova,Q12771770,Mirko Nešpor,True,1.0
Nezvalova,Q471184,Vítězslav Nezval,True,1.0
Niklová,Q744,nikel,False,1.0
Niťová,Q1391831,niť,False,1.0
Nitrianska,Q26397,Nitra,False,1.0
Nitrianska,Q508663,Pavol Országh Hviezdoslav,True,0.0
Nížinná,Q193071,Nížina,False,0.9
Nobelova,Q23810,Alfred Nobel,True,1.0
Nová Bellova,Q964103,Ján Levoslav Bella,True,0.9
Novobanská,Q268463,Nová Baňa,False,0.9
Novomeského,Q823247,Laco Novomeský,True,0.9
Novoviesska cesta,Q1044209,Nová Vieska,False,0.9
Novozámocká cesta,Q276362,Nové Zámky,False,0.9
Nový sad,Q55630,Nový Sad,False,1.0
N. V. Gogoľa,Q43718,Nikolaj Vasilievič Gogoľ,True,1.0
Obežná,Q13537720,Obežnica,False,0.7
Oblúková,Q12277,oblúk,False,1.0
Obrancov mieru,Q697863,Karol Kuzmány,True,0.0
Ochotnícka,Q455695,Ochotnícke divadlo,False,0.9
Olbrachtova,Q560390,Ivan Olbracht,True,1.0
Olivová,Q1621080,oliva,False,0.9
Ondavská,Q644669,Ondava,False,0.9
Ondreja Plachého,Q1224644,Ondrej Plachý,True,1.0
O. Plachého,Q1224644,Ondrej Plachý,True,0.9
Orgovánová,Q6565319,orgován obyčajný,False,0.7
Osiková,Q146110,Topoľ osikový,False,0.9
Ostrovského,Q171976,Alexandr Nikolajevič Ostrovskij,True,0.9
Ovocná,Q3314483,ovocie,False,0.7
Ožvoldíkova,Q12768983,Karol Ožvoldík,True,1.0
Palackého,Q159642,František Palacký,True,0.9
Palárikova,Q1102385,Ján Palárik,True,1.0
Palárikov rad,Q1102385,Ján Palárik,True,1.0
Palkovičova,Q503068,Andrej Sládkovič,True,0.0
Palkovičova,Q823400,Juraj Palkovič,True,0.7
Palmová,Q1096533,Arekotvaré,False,0.7
Paňovská,Q545165,Paňovce,False,0.7
Papraďová,Q56823139,Výtrusné cievnaté rastliny,False,0.0
Páričkova,Q106832177,Ján Párička,True,0.9
Pavla Blaha,Q769613,Marián Blaha,True,1.0
Pavla Blahu,Q769613,Marián Blaha,True,0.9
Pavla Dobšinského,Q897973,Pavol Dobšinský,True,0.9
Pavla Horova,Q1092622,Pavol Horov,True,1.0
Pavla Jozefa Šafárika,Q158354,Pavel Jozef Šafárik,True,1.0
Pavla Koyša,Q12044141,Pavel Koyš,True,1.0
Pavla Križku,Q1121255,Pavol Križko,True,0.9
Pavla Kyrmezera,Q3564120,Pavel Kyrmezer,True,1.0
Pavla Országha Hviezdoslava,Q508663,Pavol Országh Hviezdoslav,True,1.0
Pavla Straussa,Q717336,Pavol Strauss,True,1.0
Pavlovičova,Q12771549,Michal Pavlovič,True,1.0
Pavlovičovo námestie,Q12771549,Michal Pavlovič,True,1.0
P. Benického,Q792909,Peter Benický,True,0.9
P. Blahu,Q769613,Marián Blaha,True,0.9
P. Dobšinského,Q897973,Pavol Dobšinský,True,0.9
Pečnianska,Q20860915,Pečňa,False,0.9
Pekelná,Q12768675,Ján Zigmundík,True,0.0
Petra Bohúňa,Q12765357,Emo Bohúň,True,1.0
Petra Jilemnického,Q1357126,Peter Jilemnický,True,0.9
Petra Karvaša,Q332949,Peter Karvaš,True,1.0
Petzvalova,Q520053,Jozef Maximilián Petzval,True,1.0
P. Horova,Q1092622,Pavol Horov,True,1.0
P. Hostinského,Q12773727,Peter Kellner-Hostinský,True,0.9
Piata,Q203,pět,False,0.0
P. I. Čajkovského,Q7315,Piotr Iľjič Čajkovskij,True,0.9
Pieninská,Q677415,Pieniny,False,0.7
Piešťanská,Q321074,Piešťany,False,0.9
P. Jilemnického,Q1357126,Peter Jilemnický,True,0.9
P. J. Šafárika,Q158354,Pavel Jozef Šafárik,True,1.0
P. K. Hostinského,Q12773727,Peter Kellner-Hostinský,True,0.9
Plachého,Q1224644,Ondrej Plachý,True,0.9
Planckova,Q9021,Max Planck,True,0.7
Platinová,Q880,platina,False,0.9
Plávková,Q246696,holubinka namodralá,False,0.0
Plickova,Q3108987,Karol Plicka,True,0.9
Pod agátmi,Q157417,agát biely,False,1.0
Podbeľová,Q26302,podbeľ liečivý,False,1.0
Podbrezovská,Q731309,Podbrezová,False,0.9
Pod hájom,Q376416,Janko Kráľ,True,0.0
Podhorská,Q376416,Janko Kráľ,True,0.0
Podjavorinskej,Q10545696,Ľudmila Podjavorinská,True,0.9
Podlesná,Q4421,les,False,1.0
Podnikateľská,Q43845,podnikateľ,False,1.0
Pod Párovcami,Q706268,Juraj Jánošík,True,0.0
Pod rotbánom,Q376416,Janko Kráľ,True,0.0
Pod Skalkou,Q376416,Janko Kráľ,True,0.0
Pod skalou,Q581776,skala,False,0.9
P. O. Hviezdoslava,Q508663,Pavol Országh Hviezdoslav,True,1.0
Poľná,Q376416,Janko Kráľ,True,0.0
Poloninská,Q245768,Poloniny,False,0.9
Poľovská,Q220702,Poľov,False,1.0
Poľská,Q36,Poľsko,False,0.9
Poničanova,Q12768607,Ján Poničan,True,1.0
Poniklecová,Q9333950,Poniklec slovenský,False,1.0
Popradská,Q26393,Poprad,False,1.0
Popradská,Q7327,Jurij Alexejevič Gagarin,True,0.0
Považanova,Q13421575,Július Považan,True,1.0
Povoznícka,Q1473046,Povozník,False,0.7
Požiarnická,Q107711,hasič,False,0.7
Prašná,Q13538521,Prach,False,0.0
Prašná,Q165632,prach,False,0.0
Prepoštská,Q756215,Prepošt,False,1.0
Prešovská,Q26119,Prešov,False,1.0
Pribinova,Q355900,Pribina,True,0.9
Pribinovo námestie,Q355900,Pribina,True,0.9
Prievidzská,Q208750,Prievidza,False,0.9
Pri Miklušovej väznici,Q3403979,Miklušova väznica,False,0.9
Pri pasienku,Q30121,pasienok,False,0.9
Pri Pastierni,Q12059906,pastier,False,1.0
Prokopa Veľkého,Q366500,Prokop Holý,True,1.0
Prvá,Q199,jeden,False,0.0
Púchovská,Q258481,Púchov,False,1.0
Puškinova,Q7200,Alexandr Sergejevič Puškin,True,1.0
Puškinová,Q7200,Alexandr Sergejevič Puškin,True,1.0
Pyrenejská,Q12431,Pyreneje,False,0.9
Radarová,Q47528,radar,False,0.7
Radlinského,Q766882,Andrej Ľudovít Radlinský,True,0.9
Radlinského námestie,Q319962,Milan Rastislav Štefánik,True,0.0
Radlinského námestie,Q766882,Andrej Ľudovít Radlinský,True,0.9
Rad L. N. Tolstého,Q7243,Lev Nikolajevič Tolstoj,True,0.0
Rad mjr. Pavloviča,Q12771549,Michal Pavlovič,True,1.0
Radničná,Q543654,radnica,False,0.9
Rajčianska,Q1808083,Rajčanka,False,0.7
Rákócziho,Q142059,Julius Fučík,True,0.0
Rastislavova,Q347148,Rastislav,True,1.0
Rázusova,Q164902,Martin Rázus,True,1.0
R. Dilonga,Q12050136,Rudolf Dilong,True,1.0
Repková,Q1790872,nízkoeruková řepka olejná,False,0.9
Rešetkova,Q992741,Michal Rešetka,True,0.9
Revúcka,Q847213,Revúca,False,0.9
Ríbezľová,Q621670,ríbezľa biela,False,0.9
Riečna,Q9338766,Smrečianka,False,0.0
Rímska,Q220,Rím,False,1.0
Riznerova,Q10546686,Ľudovít Vladimír Rizner,True,1.0
R. Jašíka,Q12775548,Rudolf Jašík,True,1.0
Rosná,Q41097,Rosa,False,0.9
Rovníková,Q23538,rovník,False,1.0
Royova,Q12767691,Ivan Vladimír Roy,True,1.0
Rozkvet,Q1357554,Svetozár Hurban-Vajanský,True,0.0
Rozkvet,Q1903455,Martin Benka,True,0.0
Rozkvet,Q823247,Laco Novomeský,True,0.0
Rudolfa Dilonga,Q12050136,Rudolf Dilong,True,1.0
Rudolfa Jašíka,Q12775548,Rudolf Jašík,True,1.0
Rudolfa Mocka,Q13403702,Rudolf Mock,True,1.0
Rudolfa Vrbu,Q469726,Rudolf Vrba,True,1.0
Rumančeková,Q28437,rumanček kamilkový,False,1.0
Ruttkaya Nedeckého,Q16519819,Viliam Ruttkay-Nedecký,True,0.7
Ružomberská,Q27541,Ružomberok,False,0.7
R. Viesta,Q702651,Rudolf Viest,True,1.0
Sabinovská,Q837478,Sabinov,False,1.0
Sad A. Kmeťa,Q765336,Andrej Kmeť,True,1.0
Sad kpt. Nálepku,Q385147,Ján Nálepka,True,1.0
Sady Cyrila a Metoda,Q470621,svätý Metod,True,1.0
Sady M. R. Štefánika,Q319962,Milan Rastislav Štefánik,True,1.0
Šafárikova,Q158354,Pavel Jozef Šafárik,True,1.0
Šafárikovo námestie,Q158354,Pavel Jozef Šafárik,True,1.0
Salvova,Q1104940,Karol Salva,True,0.9
Sama Bohdana Hroboňa,Q27479589,Ján Miloslav Hroboň,True,1.0
Sama Chalupku,Q262637,Samo Chalupka,True,0.9
Sama Chalúpku,Q262637,Samo Chalupka,True,0.9
Sama Tomašika,Q1363993,Samo Tomášik,True,1.0
Sama Tomášika,Q1363993,Samo Tomášik,True,1.0
Samuela Jurkoviča,Q3563677,Samuel Jurkovič,True,1.0
Samuela Mikovíniho,Q530425,Samuel Mikovíni,True,1.0
Samuela Timona,Q1321225,Samuel Timon,True,1.0
Samuela Tomášika,Q1363993,Samo Tomášik,True,1.0
Sándora Petőfiho,Q81219,Sándor Petőfi,True,1.0
Satinského,Q562897,Július Satinský,True,0.9
S. Chalupku,Q262637,Samo Chalupka,True,0.9
S. Chalúpku,Q262637,Samo Chalupka,True,0.9
Sečovská,Q847336,Sečovce,False,0.7
Senecká,Q2467280,Ján Kalinčiak,True,0.0
Senická,Q750407,Senica,False,0.9
Senná,Q336989,seno,False,1.0
Seredská,Q429676,Sereď,False,1.0
S. Fábryho,Q1004532,Zoltán Fábry,True,1.0
Š. Furdeka,Q10416721,Štefan Furdek,True,1.0
S. H. Vajanského,Q1357554,Svetozár Hurban-Vajanský,True,0.9
Sídlisko Dušana Jurkoviča,Q1268173,Dušan Jurkovič,True,1.0
Siedma,Q23350,7,False,0.0
Sienkiewiczova,Q41502,Henryk Sienkiewicz,True,1.0
Šiesta,Q23488,6,False,0.0
Siladická,Q924183,Siladice,False,0.9
Šimona Jurovského,Q391641,Šimon Jurovský,True,1.0
Šípová,Q15986559,Šíp,False,1.0
Šíravská,Q189395,Zemplínska šírava,False,0.9
Sitnianska,Q1621423,Sitno,False,0.9
S. Jurkoviča,Q3563677,Samuel Jurkovič,True,1.0
Sklenárova,Q12768363,Juraj Sklenár,True,1.0
Skorocelová,Q157408,skorocel kopijovitý,False,1.0
Š. Králika,Q13371631,Štefan Králik,True,1.0
Škultétyho,Q3563704,Jozef Škultéty,True,1.0
Š. Kunu,Q12781728,Štefan Kuna,True,0.9
Skuteckého,Q4422775,Dominik Skutecký,True,0.7
Sládkovičova,Q503068,Andrej Sládkovič,True,1.0
Slančíkovej,Q440577,Božena Slančíková-Timrava,True,0.9
Slanecká,Q1188058,Slanec,False,1.0
Slatinská,Q1813485,Slatina,False,0.9
Sliačska,Q258439,Sliač,False,0.7
Slnečnicová,Q171497,slnečnica ročná,False,0.9
Slovinská,Q267888,Rožňava,False,0.0
Slov. nár. povstania,Q163780,Slovenské národné povstanie,False,0.7
Smaragdová,Q43513,Smaragd,False,1.0
Smetanova,Q48173,Bedřich Smetana,True,0.9
Smetanov háj,Q48173,Bedřich Smetana,True,0.9
Smetanovo námestie,Q48173,Bedřich Smetana,True,0.9
Šmidkeho,Q515214,Karol Šmidke,True,1.0
Š. Moyzesa,Q392368,Štefan Moyzes,True,1.0
Š. Náhalku,Q13371654,Štefan Náhalka,True,0.9
Socháňova,Q12044256,Pavol Socháň,True,1.0
Šoltesovej,Q12765281,Elena Maróthy-Šoltésová,True,0.9
Šoltésovej,Q12765281,Elena Maróthy-Šoltésová,True,0.9
Špieszova,Q12762481,Anton Špiesz,True,1.0
Spojná,Q12776546,Spojnica,False,0.7
Šrobárova,Q329265,Vavro Šrobár,True,1.0
S. Stračinu,Q26550,Svetozár Stračina,True,0.9
Staničná,Q48173,Bedřich Smetana,True,0.0
Starobystrická,Q742807,Stará Bystrica,False,0.9
Štefana C. Parráka,Q239925,Cyril a Metod,False,0.0
Štefana Čulena,Q12035321,Marek Čulen,True,1.0
Štefana Furdeka,Q10416721,Štefan Furdek,True,1.0
Štefana Králika,Q13371631,Štefan Králik,True,1.0
Štefana Krčméryho,Q4181190,Štefan Krčméry,True,1.0
Štefana Marka Daxnera,Q255678,Štefan Marko Daxner,True,1.0
Štefana Moysesa,Q392368,Štefan Moyzes,True,1.0
Štefana Moyzesa,Q392368,Štefan Moyzes,True,1.0
Štefana Nahalku,Q13371654,Štefan Náhalka,True,1.0
Štefánikova,Q319962,Milan Rastislav Štefánik,True,1.0
Štefánikova štvrť,Q319962,Milan Rastislav Štefánik,True,1.0
Štefánikova trieda,Q319962,Milan Rastislav Štefánik,True,1.0
Štefánikovo námestie,Q319962,Milan Rastislav Štefánik,True,1.0
Štefánikovo Námestie,Q319962,Milan Rastislav Štefánik,True,1.0
Štefanovičova,Q13538875,Samuel Dobroslav Štefanovič,True,1.0
Štefunkova,Q4176375,Fraňo Štefunko,True,1.0
Stepná cesta,Q123991,Step,False,1.0
Štiavnická,Q208110,Banská Štiavnica,False,0.9
Št. Moyzesa,Q392368,Štefan Moyzes,True,1.0
Stodolova,Q666875,Aurel Stodola,True,0.9
S. Tomášika,Q1363993,Samo Tomášik,True,1.0
Strážna,Q24192856,Stráže (Bratislava),False,0.9
Štrbská,Q373739,Štrba,False,0.9
Stred,Q12735,Jan Amos Komenský,True,0.0
Stred,Q13537161,Anton Hlinka,True,0.0
Stred,Q508663,Pavol Országh Hviezdoslav,True,0.0
Stred,Q765336,Andrej Kmeť,True,0.0
Stred,Q933685,Jozef Miloslav Hurban,True,0.0
Stred,Q974206,Ján Botto,True,0.0
Strieborná,Q1090,striebro,False,0.7
Studnička,Q508663,Pavol Országh Hviezdoslav,True,0.0
Štúrova,Q315222,Ľudovít Štúr,True,1.0
Štúrová,Q315222,Ľudovít Štúr,True,1.0
Štúrovo nábrežie,Q315222,Ľudovít Štúr,True,1.0
Štúrovo námestie,Q315222,Ľudovít Štúr,True,1.0
Štvrtá,Q202,čtyři,False,0.0
Štvrť Kapitána Nálepku,Q385147,Ján Nálepka,True,0.9
Štvrť Ladislava Novomeského,Q823247,Laco Novomeský,True,0.9
Štvrť M. R. Štefánika,Q319962,Milan Rastislav Štefánik,True,1.0
Suchá hora,Q925563,Ján Chalupka,True,0.0
Suchoňova,Q46100,Eugen Suchoň,True,1.0
Šulekova,Q890654,Bohuslav Šulek,True,1.0
Šumavská,Q157290,Šumava,False,0.9
Šumperská,Q392692,Šumperk,False,0.7
Šuňavcova,Q18346925,Matej Šuňavec,True,0.7
Šúrska,Q12781910,Šúr,False,1.0
Suvorovova,Q154232,Alexandr Vasilievič Suvorov,True,0.7
Švantnerova,Q3503937,František Švantner,True,1.0
Svätého Juraja,Q48438,svätý Juraj,True,0.9
Svätého Urbana,Q951434,Milo Urban,True,1.0
Svätého Urbána,Q951434,Milo Urban,True,1.0
Svätovavrinecká,Q17590,Vavrinec Rímsky,True,1.0
Svätozára Hurbana Vajanského,Q1357554,Svetozár Hurban-Vajanský,True,0.9
Sv. Cyrila a Metoda,Q470621,svätý Metod,True,1.0
Sv. Cyrila a sv. Metoda,Q470621,svätý Metod,True,1.0
Švermova,Q532174,Jan Šverma,True,0.9
Švermov rad,Q532174,Jan Šverma,True,0.9
Svetozára Hurbana Vajanského,Q1357554,Svetozár Hurban-Vajanský,True,0.9
Sv. Gorazda,Q1537896,Svätý Gorazd,True,1.0
Svidnícka,Q833845,Svidník,False,0.7
Sv. Michala,Q45581,Michal archanjel,False,1.0
Svoradova,Q751276,Svorad,True,1.0
Szabó Lőrinc utca,Q561656,Lőrinc Szabó,True,1.0
Š. Závodníka,Q4025726,Štefan Závodník,True,1.0
Tabaková,Q1566,tabak,False,1.0
Tajovského,Q1603028,Jozef Gregor Tajovský,True,0.9
Tatarkova,Q617674,Dominik Tatarka,True,0.9
Tehelná,Q198632,Tehelňa,False,1.0
Terchovská,Q932854,Terchová,False,0.9
Terézie Vansovej,Q3984941,Terézia Vansová,True,0.9
Teslova,Q9036,Nikola Tesla,True,0.9
T. G. Masaryka,Q78492,Tomáš Garrigue Masaryk,True,1.0
Tich. Milkina,Q12777541,Tichomír Milkin,True,0.7
Timravina,Q440577,Božena Slančíková-Timrava,True,0.9
Timravy,Q440577,Božena Slančíková-Timrava,True,0.9
Titánová,Q716,titán,False,1.0
T. J. Moussona,Q18249730,Jozef Teodor Mousson,True,1.0
T. Milkina,Q12777541,Tichomír Milkin,True,1.0
Tolstého,Q7243,Lev Nikolajevič Tolstoj,True,0.7
Tomanóczyho,Q123570079,Q123570079,,0.0
Tomáša Martinčeka,Q12773741,Peter Martinček,True,1.0
Tomášikova,Q1363993,Samo Tomášik,True,1.0
Toplianska,Q1066352,Topľa,False,0.9
Topoľčianska,Q750423,Topoľčany,False,0.7
Topoľová,Q25356,Topoľ,False,1.0
Topoľová,Q925563,Ján Chalupka,True,0.0
Tranovského,Q1080664,Juraj Tranovský,True,0.7
Trebišovská,Q256301,Trebišov,False,1.0
Tretia,Q201,tři,False,0.0
Trieda Andreja Hlinku,Q467797,Andrej Hlinka,True,1.0
Trieda arm. gen. Svobodu,Q310000,Ludvík Svoboda,True,0.9
Trieda arm. gen. Svobodu,Q467797,Andrej Hlinka,True,0.0
Trieda SNP,Q163780,Slovenské národné povstanie,False,1.0
Trnavská cesta,Q26175,Trnava,False,0.9
Trnavské mýto,Q26175,Trnava,False,0.9
Trolejbusová,Q3031072,Trolejbusová doprava v Košiciach,False,1.0
Tulipánová,Q1988365,Andrej Žarnov,True,0.0
Turčianska,Q2034315,Turiec,False,1.0
Turnianska,Q669340,Turňa nad Bodvou,False,0.9
Tvrdošínska,Q509715,Tvrdošín,False,1.0
Tymiánová,Q148668,Dúška tymianová,False,1.0
Uherova,Q12771735,Miloš Uher,True,1.0
Uhorková,Q23425,uhorka siata,False,0.9
Uhrova,Q12771735,Miloš Uher,True,0.0
Ukrajinská,Q212,Ukrajina,False,0.9
Uralská,Q35600,Ural,False,0.7
Urbánkova,Q12004160,Ferko Urbánek,True,0.7
Urbanova,Q951434,Milo Urban,True,1.0
Urpínska,Q4177997,Urpín,False,1.0
Urxova,Q11874240,Eduard Urx,True,1.0
Ústecko-Orlická,Q5513,Bajkalské jazero,False,0.0
Úzka,Q12781901,Šírka,False,0.0
Vajanského,Q1357554,Svetozár Hurban-Vajanský,True,0.9
Valentína Beniaka,Q9368136,Valentín Beniak,True,1.0
Vančurova,Q699619,Vladislav Vančura,True,0.9
Vansovej,Q3984941,Terézia Vansová,True,0.9
Varínska,Q587895,Varín,False,1.0
Vavra Šrobára,Q329265,Vavro Šrobár,True,0.9
Vavrínová,Q26006,vavrín pravý,False,1.0
Vážska,Q202598,Váh,False,0.0
V. Beniaka,Q9368136,Valentín Beniak,True,1.0
V. Clementisa,Q975331,Vladimír Clementis,True,1.0
Veľká Urbankova,Q12004160,Ferko Urbánek,True,0.0
Veľkomoravská,Q347148,Rastislav,True,0.9
Veľkoúľanská,Q142059,Julius Fučík,True,0.0
Veselá,Q12771733,Miloš Vesel,True,1.0
Viedenská,Q1741,Viedeň,False,1.0
Viedenská cesta,Q1741,Viedeň,False,1.0
Viestova,Q702651,Rudolf Viest,True,1.0
Vígľašská,Q15975002,Vígľašský zámok,False,1.0
Viktorínova,Q13420906,Jozef Karol Viktorin,True,1.0
Viliama Chmela,Q16519802,Viliam Chmel,True,1.0
Viliama Paulínyho Tótha,Q7192701,Viliam Pauliny-Tóth,True,1.0
Vincenta Hložníka,Q1332290,Vincent Hložník,True,1.0
Viničná,Q30046,vinič hroznorodý,False,0.7
Vínna,Q17590,Vavrinec Rímsky,True,0.0
Vinohradská,Q22715,vinohrad,False,1.0
Vlada Clementisa,Q975331,Vladimír Clementis,True,0.9
Vladimíra Clementisa,Q975331,Vladimír Clementis,True,0.9
Vladimíra Roya,Q12767691,Ivan Vladimír Roy,True,1.0
Vlastenecké námestie,Q6241,patriotizmus,False,0.7
Vl. Roya,Q12767691,Ivan Vladimír Roy,True,1.0
V. Nezvala,Q471184,Vítězslav Nezval,True,1.0
Vojtaššákova,Q12027495,Ján Vojtaššák,True,1.0
Votrubova,Q12767888,Jaroslav Votruba,True,0.9
V. Paulínyho Tótha,Q7192701,Viliam Pauliny-Tóth,True,1.0
V. Paulínyho-Tótha,Q7192701,Viliam Pauliny-Tóth,True,1.0
V. P. Tótha,Q7192701,Viliam Pauliny-Tóth,True,1.0
Vranovská,Q842005,Vranov nad Topľou,False,1.0
Vŕbová,Q36050,Vŕba,False,0.9
Vrbovská,Q310000,Ludvík Svoboda,True,0.0
V. Šrobára,Q329265,Vavro Šrobár,True,1.0
V. V. Majakovského,Q132964,Vladimir Vladimirovič Majakovskij,True,0.9
V záhradách,Q1107656,záhrada,False,1.0
V. Žingora,Q3564670,Viliam Žingor,True,1.0
Wilsonova,Q34296,Woodrow Wilson,True,1.0
Winterova,Q290180,Ľudovít Winter,True,1.0
Wolkerova,Q158379,Jiří Wolker,True,1.0
Záborského,Q2624895,Jonáš Záborský,True,0.9
Záhradná,Q1107656,záhrada,False,0.9
Za kaštieľom,Q315222,Ľudovít Štúr,True,0.0
Za mlynom,Q44494,mlyn,False,1.0
Zápotockého,Q371854,Antonín Zápotocký,True,0.9
Žarnovická,Q393421,Žarnovica,False,0.9
Žarnovova,Q1988365,Andrej Žarnov,True,1.0
Záturčianska,Q1466836,Záturčie,False,0.7
Zátureckého,Q10709718,Adolf Peter Záturecký,True,0.9
Závodníkova,Q4025726,Štefan Závodník,True,1.0
Ž. Bosniakovej,Q741342,Žofia Bosniaková,True,0.9
Zdenka Mikulu,Q11903171,Zdenko Mikula,True,0.9
Zdravotnícka,Q31207,zdravotníctvo,False,0.7
Zelená,Q3133,zelená,False,1.0
Železničná,Q22667,železnica,False,0.9
Zelinovej,Q3506285,Hana Zelinová,True,0.9
Žellova,Q4179108,Ľudovít Žello,True,1.0
Z. Fábryho,Q1004532,Zoltán Fábry,True,1.0
Žiacka,Q20852801,Žiak,False,0.0
Zigmundíkova,Q12768675,Ján Zigmundík,True,1.0
Žihľavová,Q155909,pŕhľava dvojdomá,False,0.0
Žilinská cesta,Q25797,Žilina,False,0.9
Zinková,Q758,Zinok,False,1.0
Žižkova,Q215968,Ján Žižka,True,0.9
Z. Nejedlého,Q169038,Zdeněk Nejedlý,True,0.9
Zochova,Q1566909,Ivan Branislav Zoch,True,1.0
Zoltána Fábryho,Q1004532,Zoltán Fábry,True,1.0
Zory Jesenskej,Q12779503,Zora Jesenská,True,0.9
Zuzany Chalupovej,Q4597463,Zuzana Chalupová,True,0.9
Zuzky Zgurišky,Q8075496,Zuzka Zguriška,True,0.9
вулиця Іштвана Добо,Q513502,Štefan Dobo,True,1.0
вулиця Михайла Тиводара,Q12161141,Mychajlo Petrovyč Tyvodar,True,0.0
Ульциньська вулиця,Q189969,Ulcinj,False,0.0
